"","Indiv","Sire","Dam","Sex","Breed","Born","I","Offspring"
"1469","animal1524","animal1100","animal1110","female","Holstein",1965,7.5,TRUE
"1470","animal1525","animal693","animal1122","female","Holstein",1965,4.5,TRUE
"1471","animal1526","animal1148",NA,"female","Angler",1965,5,TRUE
"1472","animal1527","animal1194","animal346","male","Angler",1965,8.5,TRUE
"1473","animal1528","animal1147",NA,"female","Angler",1965,5,TRUE
"1474","animal1529","animal1146",NA,"female","Angler",1965,5,TRUE
"1475","animal1530","animal1030","animal326","female","Holstein",1965,14,TRUE
"1476","animal1531","animal1173","animal629","female","Angler",1965,4,TRUE
"1477","animal1532","animal1147",NA,"male","Angler",1965,5,TRUE
"1478","animal1533","animal1105",NA,"female","Angler",1965,8,TRUE
"1479","animal1534","animal1162",NA,"male","Angler",1965,3,TRUE
"1480","animal1535","animal1145",NA,"female","Holstein",1965,5,TRUE
"1481","animal1536","animal1034","animal1179","female","Braunvieh",1966,8.5,TRUE
"1482","animal1537","animal1180",NA,"male","Angler",1966,3,TRUE
"1483","animal1538","animal1132","animal742","female","Angler",1966,4.5,TRUE
"1484","animal1539","animal1131","animal1192","female","Holstein",1966,5,TRUE
"1485","animal1540","animal1142","animal690","female","Angler",1966,5,TRUE
"1486","animal1541","animal1182",NA,"female","Angler",1966,3,TRUE
"1487","animal1542","animal1116",NA,"female","Angler",1966,8,TRUE
"1488","animal1543",NA,"animal1188","male","Angler",1966,3,TRUE
"1489","animal1544","animal1132",NA,"female","Angler",1966,7,TRUE
"1490","animal1545","animal1142",NA,"male","Angler",1966,6,TRUE
"1491","animal1546","animal1063","animal148","female","Holstein",1966,12,TRUE
"1492","animal1547","animal1173","animal703","female","Angler",1966,3.5,TRUE
"1493","animal1548","animal737","animal1157","female","Holstein",1966,3.5,TRUE
"1494","animal1549","animal1147","animal754","female","Angler",1966,4,TRUE
"1495","animal1550","animal1173",NA,"female","Angler",1966,4,TRUE
"1496","animal1551","animal1105","animal669","male","Angler",1966,7,TRUE
"1497","animal1552","animal1200",NA,"male","Angler",1966,2,TRUE
"1498","animal1553","animal1104",NA,"female","Angler",1966,9,TRUE
"1499","animal1554","animal1142","animal671","female","Angler",1966,5.5,TRUE
"1500","animal1555","animal1200",NA,"female","Angler",1966,2,TRUE
"1501","animal1556","animal1177","animal371","male","Angler",1966,10,TRUE
"1502","animal1557","animal1125","animal1163","male","Angler",1966,5.5,TRUE
"1503","animal1558","animal1156",NA,"female","Angler",1966,5,TRUE
"1504","animal1559","animal1139",NA,"female","Holstein",1966,6,TRUE
"1505","animal1560","animal1137",NA,"female","Angler",1966,6,TRUE
"1506","animal1561","animal1184","animal730","male","Angler",1966,3,TRUE
"1507","animal1562","animal1169",NA,"female","Angler",1966,4,TRUE
"1508","animal1563","animal1142","animal362","male","Angler",1966,11,TRUE
"1509","animal1564","animal1182",NA,"male","Angler",1966,3,TRUE
"1510","animal1565","animal1147","animal743","male","Angler",1966,4,TRUE
"1511","animal1566","animal1142","animal738","male","Angler",1966,4,TRUE
"1512","animal1567","animal1142",NA,"female","Angler",1966,6,TRUE
"1513","animal1568","animal1142",NA,"female","Angler",1966,6,TRUE
"1514","animal1569","animal1009","animal990","female","Holstein",1966,15.5,TRUE
"1515","animal1570","animal1174",NA,"female","Angler",1966,4,TRUE
"1516","animal1571","animal1156","animal699","female","Angler",1967,5.5,TRUE
"1517","animal1572","animal1142","animal652","female","Angler",1967,6.5,TRUE
"1518","animal1573","animal1150",NA,"female","Angler",1967,6,TRUE
"1519","animal1574","animal1103","animal1165","male","Rbt",1967,7.5,TRUE
"1520","animal1575","animal1156","animal663","female","Angler",1967,6,TRUE
"1521","animal1576","animal1142",NA,"female","Angler",1967,7,TRUE
"1522","animal1577","animal1142","animal698","female","Angler",1967,6,TRUE
"1523","animal1578","animal1175",NA,"female","Angler",1967,5,TRUE
"1524","animal1579","animal1203","animal755","female","Angler",1967,3,TRUE
"1525","animal1580","animal1034","animal555","female","Rbt",1967,12,TRUE
"1526","animal1581",NA,"animal1185","female","Holstein",1967,4,TRUE
"1527","animal1582","animal1147",NA,"male","Angler",1968,8,TRUE
"1528","animal1583","animal1142","animal724","female","Angler",1968,6.5,TRUE
"1529","animal1584","animal1201",NA,"female","Angler",1968,4,TRUE
"1530","animal1585","animal1142",NA,"male","Angler",1968,8,TRUE
"1531","animal1586","animal1136",NA,"female","Angler",1968,8,TRUE
"1532","animal1587","animal1206",NA,"female","Angler",1968,3,TRUE
"1533","animal1588","animal1190",NA,"female","Angler",1968,5,TRUE
"1534","animal1589","animal1142",NA,"male","Angler",1968,8,TRUE
"1535","animal1590","animal1135","animal312","male","Angler",1968,13,TRUE
"1536","animal1591","animal1156","animal1209","female","Angler",1968,5,TRUE
"1537","animal1592",NA,"animal1222","male","Angler",1968,2,TRUE
"1538","animal1593","animal1142","animal787","female","Angler",1968,5,TRUE
"1539","animal1594","animal270","animal1164","male","Rbt",1968,13,TRUE
"1540","animal1595","animal1156",NA,"male","Angler",1968,7,TRUE
"1541","animal1596","animal1211","animal729","female","Angler",1968,4,TRUE
"1542","animal1597","animal1195","animal800","female","Angler",1969,4,TRUE
"1543","animal1598","animal1245","animal348","female","Angler",1969,10,TRUE
"1544","animal1599","animal1193",NA,"male","Rbt",1969,6,TRUE
"1545","animal1600","animal1138","animal1149","male","Angler",1969,8.5,TRUE
"1546","animal1601","animal1142",NA,"female","Angler",1969,9,TRUE
"1547","animal1602","animal1147","animal638","female","Angler",1969,9,TRUE
"1548","animal1603","animal1198","animal707","male","Sonstige",1969,5.5,TRUE
"1549","animal1604","animal1142",NA,"female","Angler",1969,9,TRUE
"1550","animal1605","animal1230",NA,"female","Angler",1969,3,TRUE
"1551","animal1606","animal1156","animal607","female","Angler",1970,10,TRUE
"1552","animal1607","animal1183","animal1246","male","Angler",1970,4.5,TRUE
"1553","animal1608","animal1147",NA,"male","Angler",1970,10,TRUE
"1554","animal1609","animal1147","animal810","female","Angler",1970,6.5,TRUE
"1555","animal1610","animal1168","animal1143","male","Angler",1970,9,TRUE
"1556","animal1611","animal1251","animal1242","male","Angler",1970,1.5,TRUE
"1557","animal1612","animal1162","animal816","female","Angler",1970,5,TRUE
"1558","animal1613","animal1147","animal1239","male","Angler",1970,6.5,TRUE
"1559","animal1614","animal1138",NA,"male","Angler",1970,10,TRUE
"1560","animal1615","animal1247",NA,"female","Angler",1970,2,TRUE
"1561","animal1616","animal1162",NA,"female","Angler",1970,8,TRUE
"1562","animal1617","animal1171","animal657","female","Angler",1971,9.5,TRUE
"1563","animal1618","animal1210","animal781","female","Angler",1971,5.5,TRUE
"1564","animal1619","animal1171","animal546","female","Angler",1971,11.5,TRUE
"1565","animal1620","animal1183",NA,"male","Angler",1971,8,TRUE
"1566","animal1621","animal1207",NA,"female","Sonstige",1971,6,TRUE
"1567","animal1622","animal1183","animal790","male","Angler",1971,6.5,TRUE
"1568","animal1623","animal1252","animal826","female","Angler",1971,2,TRUE
"1569","animal1624","animal1171","animal791","female","Angler",1971,7,TRUE
"1570","animal1625","animal1183","animal327","male","Angler",1972,15.5,TRUE
"1571","animal1626","animal1171",NA,"female","Angler",1972,10,TRUE
"1572","animal1627","animal1183",NA,"female","Angler",1972,9,TRUE
"1573","animal1628","animal1171","animal1214","female","Angler",1972,8.5,TRUE
"1574","animal1629","animal1227","animal834","male","Angler",1972,4,TRUE
"1575","animal1630","animal1171","animal795","female","Angler",1972,8,TRUE
"1576","animal1631","animal1227","animal1259","male","Angler",1972,4,TRUE
"1577","animal1632","animal1217","animal843","female","Angler",1972,4.5,TRUE
"1578","animal1633","animal1229","animal806","female","Angler",1972,5.5,TRUE
"1579","animal1634","animal1195","animal664","male","Angler",1972,10,TRUE
"1580","animal1635","animal1171","animal750","female","Angler",1972,9,TRUE
"1581","animal1636","animal1218","animal380","male","Angler",1973,15,TRUE
"1582","animal1637","animal1138","animal147","female","Angler",1973,13,TRUE
"1583","animal1638","animal1195",NA,"female","Angler",1973,10,TRUE
"1584","animal1639","animal1138","animal127","female","Angler",1973,13,TRUE
"1585","animal1640","animal1049","animal143","female","Angler",1973,20,TRUE
"1586","animal1641","animal1218",NA,"male","Angler",1973,7,TRUE
"1587","animal1642","animal1171","animal686","female","Angler",1973,11,TRUE
"1588","animal1643","animal1221","animal1228","male","Sonstige",1973,7,TRUE
"1589","animal1644","animal1241","animal1256","female","Angler",1974,5.5,TRUE
"1590","animal1645","animal1229","animal863","female","Angler",1974,5,TRUE
"1591","animal1646","animal1171",NA,"female","Angler",1974,12,TRUE
"1592","animal1647","animal1241",NA,"female","Angler",1974,6,TRUE
"1593","animal1648",NA,"animal1267","female","Angler",1974,3,TRUE
"1594","animal1649","animal1171","animal798","female","Angler",1974,9.5,TRUE
"1595","animal1650","animal1049",NA,"female","Angler",1974,21,TRUE
"1596","animal1651","animal1171","animal811","female","Angler",1974,9.5,TRUE
"1597","animal1652","animal1219","animal1278","female","Braunvieh",1975,5.5,TRUE
"1598","animal1653","animal1200",NA,"female","Angler",1975,11,TRUE
"1599","animal1654","animal1138","animal112","female","Angler",1975,15,TRUE
"1600","animal1655","animal1257","animal871","male","Braunvieh",1975,3.5,TRUE
"1601","animal1656","animal1138","animal135","female","Angler",1975,15,TRUE
"1602","animal1657","animal1049",NA,"female","Angler",1976,23,TRUE
"1603","animal1658","animal1171","animal849","male","Angler",1976,9.5,TRUE
"1604","animal1659","animal1251",NA,"female","Angler",1976,7,TRUE
"1605","animal1660","animal1171",NA,"female","Angler",1977,15,TRUE
"1606","animal1661","animal829","animal1283","female","Angler",1977,5,TRUE
"1607","animal1662","animal1244","animal1281","male","Angler",1977,5.5,TRUE
"1608","animal1663","animal1282","animal384","male","Angler",1977,14.5,TRUE
"1609","animal1664",NA,"animal1258","male","Angler",1977,7,TRUE
"1610","animal1665","animal1269","animal1260","female","Angler",1977,6.5,TRUE
"1611","animal1666","animal1236","animal105","female","Angler",1978,11,TRUE
"1612","animal1667","animal833","animal1262","male","Fleckvieh",1979,9,TRUE
"1613","animal1668","animal1274","animal1279","male","Angler",1979,6.5,TRUE
"1614","animal1669","animal831","animal1290","female","Holstein",1981,8,TRUE
"1615","animal1670","animal1289","animal1287","male","Angler",1983,6.5,TRUE
"1616","animal1671","animal1300","animal342","male","Angler",1983,17.5,TRUE
"1617","animal1672","animal1285","animal913","female","Angler",1983,4.5,TRUE
"1618","animal1673","animal1301","animal914","female","Angler",1983,2,TRUE
"1619","animal1674","animal1255","animal1272","male","Angler",1983,12.5,TRUE
"1620","animal1675","animal925","animal1303","female","Angler",1985,2.5,TRUE
"1621","animal1676","animal1308","animal932","female","Angler",1987,2.5,TRUE
"1622","animal1677","animal1299","animal1311","female","Angler",1989,5,TRUE
"1623","animal1678","animal1308",NA,"female","Angler",1992,8,TRUE
"1624","animal1679","animal1310",NA,"female","Angler",1993,7,TRUE
"1625","animal1680","animal940","animal1317","female","Angler",1994,4.5,TRUE
"1626","animal1681","animal1312","animal1316","male","Angler",1996,6.5,TRUE
"1627","animal1699","animal1375","animal163","female","Holstein",1941,2,TRUE
"1628","animal1700","animal1374",NA,"female","Holstein",1948,NA,TRUE
"1629","animal1701","animal984","animal1378","male","Dt.Sbt.Niederungsrind",1949,1.5,TRUE
"1630","animal1702","animal1379","animal263","male","Holstein",1950,2.5,TRUE
"1631","animal1703","animal984","animal1378","male","Dt.Sbt.Niederungsrind",1951,3.5,TRUE
"1632","animal1704","animal1379","animal215","male","Holstein",1952,5,TRUE
"1633","animal1705","animal1383","animal1380","male","Angler",1952,2,TRUE
"1634","animal1706","animal1376","animal1000","male","Holstein",1952,5.5,TRUE
"1635","animal1707","animal1019","animal1389","male","Angler",1953,2,TRUE
"1636","animal1708","animal1391",NA,"female","Dt.Sbt.Niederungsrind",1954,3,TRUE
"1637","animal1709","animal987","animal1395","female","Holstein",1954,3.5,TRUE
"1638","animal1710",NA,"animal1400","male","Holstein",1955,2,TRUE
"1639","animal1711","animal1399","animal441","male","Holstein",1955,2,TRUE
"1640","animal1712","animal1393",NA,"male","Holstein",1955,3,TRUE
"1641","animal1713","animal1379","animal445","male","Holstein",1955,5,TRUE
"1642","animal1714",NA,"animal1407","female","Holstein",1955,1,TRUE
"1643","animal1715","animal1394",NA,"male","Holstein",1955,3,TRUE
"1644","animal1716","animal1394","animal452","male","Holstein",1955,2.5,TRUE
"1645","animal1717","animal1394",NA,"male","Holstein",1956,4,TRUE
"1646","animal1718","animal980","animal1401","female","Holstein",1956,6,TRUE
"1647","animal1719","animal1382","animal1024","male","Holstein",1956,5,TRUE
"1648","animal1720","animal1409","animal294","female","Holstein",1957,6,TRUE
"1649","animal1721","animal1070","animal1412","male","Holstein",1957,2,TRUE
"1650","animal1722",NA,"animal1403","female","Holstein",1957,4,TRUE
"1651","animal1723","animal1433","animal994","female","Dt.Sbt.Niederungsrind",1958,4.5,TRUE
"1652","animal1724","animal1392","animal1006","male","Holstein",1958,7.5,TRUE
"1653","animal1725","animal1433","animal1387","female","Holstein",1958,4,TRUE
"1654","animal1726","animal1425","animal534","male","Holstein",1958,2,TRUE
"1655","animal1727","animal1435","animal539","female","Holstein",1958,1.5,TRUE
"1656","animal1728","animal1093","animal1428","female","Angler",1958,2,TRUE
"1657","animal1729","animal1417",NA,"male","Braunvieh",1958,3,TRUE
"1658","animal1730","animal1076","animal1408","male","Holstein",1959,4.5,TRUE
"1659","animal1731","animal1426","animal1101","male","Holstein",1959,2.5,TRUE
"1660","animal1732","animal1431","animal1451","female","Holstein",1959,2,TRUE
"1661","animal1733","animal1420","animal469","female","Holstein",1959,4.5,TRUE
"1662","animal1734","animal561","animal1441","male","Holstein",1959,2,TRUE
"1663","animal1735","animal1442","animal443","male","Holstein",1959,4,TRUE
"1664","animal1736","animal1409","animal1027","male","Holstein",1960,7,TRUE
"1665","animal1737","animal1453","animal1106","male","Holstein",1960,2.5,TRUE
"1666","animal1738","animal1411",NA,"female","Holstein",1960,6,TRUE
"1667","animal1739","animal1413",NA,"male","Holstein",1960,5,TRUE
"1668","animal1740","animal1094","animal1455","female","Holstein",1960,3,TRUE
"1669","animal1741","animal1406","animal529","female","Holstein",1960,5,TRUE
"1670","animal1742","animal1449","animal599","male","Angler",1961,2.5,TRUE
"1671","animal1743","animal1388","animal1075","female","Holstein",1961,8,TRUE
"1672","animal1744","animal1406",NA,"female","Holstein",1961,7,TRUE
"1673","animal1745","animal1471",NA,"female","Rbt",1961,1,TRUE
"1674","animal1746","animal1462",NA,"female","Holstein",1961,2,TRUE
"1675","animal1747","animal567","animal1456","male","Holstein",1961,3,TRUE
"1676","animal1748","animal1437",NA,"female","Holstein",1961,4,TRUE
"1677","animal1749","animal1449","animal590","male","Angler",1961,2.5,TRUE
"1678","animal1750","animal1381","animal1108","female","Holstein",1961,7,TRUE
"1679","animal1751","animal1424",NA,"male","Holstein",1961,5,TRUE
"1680","animal1752","animal1388","animal1074","male","Holstein",1961,8,TRUE
"1681","animal1753","animal1463",NA,"male","Holstein",1961,2,TRUE
"1682","animal1754","animal1444","animal573","male","Angler",1961,3.5,TRUE
"1683","animal1755","animal1405",NA,"female","Angler",1961,7,TRUE
"1684","animal1756","animal1444","animal375","male","Angler",1961,7.5,TRUE
"1685","animal1757","animal1444",NA,"male","Angler",1961,4,TRUE
"1686","animal1758","animal1460",NA,"male","Angler",1961,2,TRUE
"1687","animal1759","animal1444","animal615","female","Angler",1961,3,TRUE
"1688","animal1760","animal1443","animal1457","male","Holstein",1961,3,TRUE
"1689","animal1761","animal979","animal1416","male","Holstein",1962,11,TRUE
"1690","animal1762","animal979","animal1438","female","Holstein",1962,10,TRUE
"1691","animal1763","animal1449","animal599","male","Angler",1962,3.5,TRUE
"1692","animal1764","animal1409","animal622","male","Holstein",1962,5,TRUE
"1693","animal1765","animal1479","animal533","female","Angler",1962,4,TRUE
"1694","animal1766","animal1468","animal995","male","Holstein",1963,8.5,TRUE
"1695","animal1767","animal1414",NA,"female","Holstein",1963,8,TRUE
"1696","animal1768","animal1423","animal1461","female","Holstein",1963,5.5,TRUE
"1697","animal1769","animal1421","animal569","female","Holstein",1963,6,TRUE
"1698","animal1770","animal1450","animal1130","female","Holstein",1963,4.5,TRUE
"1699","animal1771","animal1483",NA,"female","Angler",1963,2,TRUE
"1700","animal1772","animal1473","animal524","male","Angler",1963,5,TRUE
"1701","animal1773","animal1427","animal545","male","Dt.Sbt.Niederungsrind",1963,6.5,TRUE
"1702","animal1774","animal1444","animal123","female","Angler",1963,6,TRUE
"1703","animal1775","animal1468","animal513","female","Holstein",1963,6,TRUE
"1704","animal1776","animal1488",NA,"male","Angler",1964,2,TRUE
"1705","animal1777","animal1049","animal1493","male","Ayrshire",1964,6.5,TRUE
"1706","animal1778","animal1483","animal629","male","Angler",1964,3.5,TRUE
"1707","animal1779","animal1430",NA,"female","Holstein",1964,8,TRUE
"1708","animal1780","animal1445","animal632","female","Holstein",1964,5.5,TRUE
"1709","animal1781","animal1432","animal1158","female","Holstein",1964,5.5,TRUE
"1710","animal1782","animal1419","animal616","female","Holstein",1964,7,TRUE
"1711","animal1783","animal1402","animal643","female","Braunvieh",1964,7.5,TRUE
"1712","animal1784","animal1483",NA,"female","Angler",1964,3,TRUE
"1713","animal1785","animal1464","animal1047","female","Holstein",1965,9,TRUE
"1714","animal1786","animal1475",NA,"male","Angler",1965,5,TRUE
"1715","animal1787","animal1410","animal1415","female","Holstein",1965,10.5,TRUE
"1716","animal1788","animal1482","animal503","male","Holstein",1965,7,TRUE
"1717","animal1789","animal1501",NA,"female","Angler",1965,2,TRUE
"1718","animal1790","animal1478","animal347","female","Holstein",1965,10,TRUE
"1719","animal1791","animal1409","animal1186","female","Holstein",1965,6.5,TRUE
"1720","animal1792","animal1484","animal592","male","Angler",1965,5,TRUE
"1721","animal1793","animal1472","animal1092","male","Holstein",1965,7,TRUE
"1722","animal1794","animal1483","animal682","female","Angler",1965,3.5,TRUE
"1723","animal1795","animal1505",NA,"female","Angler",1965,2,TRUE
"1724","animal1796","animal1460",NA,"male","Angler",1965,6,TRUE
"1725","animal1797","animal1474","animal574","male","Rbt",1965,6,TRUE
"1726","animal1798","animal1483",NA,"female","Angler",1965,4,TRUE
"1727","animal1799","animal1472","animal1092","male","Holstein",1965,7,TRUE
"1728","animal1800","animal1489",NA,"female","Angler",1965,3,TRUE
"1729","animal1801","animal1454","animal1166","female","Holstein",1965,5,TRUE
"1730","animal1802","animal1458","animal628","female","Holstein",1965,5.5,TRUE
"1731","animal1803","animal1406","animal611","female","Holstein",1966,9.5,TRUE
"1732","animal1804","animal1448","animal1120","female","Holstein",1966,7.5,TRUE
"1733","animal1805","animal1483","animal676","female","Angler",1966,4.5,TRUE
"1734","animal1806","animal1486","animal725","male","Angler",1966,4,TRUE
"1735","animal1807","animal759","animal1504","female","Holstein",1966,2.5,TRUE
"1736","animal1808","animal1483",NA,"female","Angler",1966,5,TRUE
"1737","animal1809","animal1502",NA,"male","Jersey",1966,3,TRUE
"1738","animal1810","animal1489",NA,"male","Angler",1966,4,TRUE
"1739","animal1811","animal1517",NA,"female","Angler",1966,1,TRUE
"1740","animal1812","animal1014","animal1467","female","Holstein",1966,11,TRUE
"1741","animal1813","animal1480","animal710","female","Angler",1966,4,TRUE
"1742","animal1814","animal1494","animal648","female","Angler",1966,5,TRUE
"1743","animal1815","animal1476","animal591","male","Holstein",1966,6.5,TRUE
"1744","animal1816","animal1488","animal688","female","Angler",1966,4,TRUE
"1745","animal1817","animal1440","animal489","male","Holstein",1966,10,TRUE
"1746","animal1818","animal1496",NA,"female","Angler",1966,3,TRUE
"1747","animal1819","animal1492","animal1506","male","Angler",1967,4.5,TRUE
"1748","animal1820","animal772","animal1525","female","Holstein",1967,2,TRUE
"1749","animal1821","animal1511",NA,"female","Angler",1967,3,TRUE
"1750","animal1822","animal1429","animal768","male","Holstein",1967,6.5,TRUE
"1751","animal1823","animal1488",NA,"female","Angler",1968,6,TRUE
"1752","animal1824","animal1470","animal1123","male","Holstein",1968,8.5,TRUE
"1753","animal1825",NA,"animal1541","male","Angler",1968,2,TRUE
"1754","animal1826","animal1460","animal1181","female","Angler",1968,7,TRUE
"1755","animal1827","animal1470","animal1223","male","Holstein",1968,5,TRUE
"1756","animal1828","animal1486",NA,"female","Angler",1968,7,TRUE
"1757","animal1829","animal1552","animal1555","female","Angler",1968,2,TRUE
"1758","animal1830","animal1460","animal719","female","Angler",1968,7,TRUE
"1759","animal1831","animal1495","animal1553","male","Angler",1968,3.5,TRUE
"1760","animal1832","animal1189","animal1535","female","Holstein",1968,4,TRUE
"1761","animal1833","animal1488",NA,"female","Angler",1968,6,TRUE
"1762","animal1834","animal1460","animal642","male","Angler",1968,8.5,TRUE
"1763","animal1835","animal1460",NA,"female","Angler",1968,9,TRUE
"1764","animal1836","animal1483",NA,"male","Angler",1968,7,TRUE
"1765","animal1837","animal1488",NA,"female","Angler",1968,6,TRUE
"1766","animal1838","animal1537",NA,"female","Angler",1968,2,TRUE
"1767","animal1839","animal786","animal1570","female","Angler",1968,2,TRUE
"1768","animal1840","animal1527","animal777","female","Angler",1968,2.5,TRUE
"1769","animal1841","animal1386","animal1469","female","Holstein",1968,13,TRUE
"1770","animal1842","animal1532",NA,"male","Angler",1968,3,TRUE
"1771","animal1843","animal1534","animal1520","female","Angler",1969,4,TRUE
"1772","animal1844","animal1245","animal1562","female","Angler",1969,2,TRUE
"1773","animal1845","animal1147","animal1519","male","Angler",1969,6.5,TRUE
"1774","animal1846","animal1565",NA,"female","Angler",1969,3,TRUE
"1775","animal1847",NA,"animal1529","female","Angler",1969,4,TRUE
"1776","animal1848","animal1515",NA,"female","Angler",1969,4,TRUE
"1777","animal1849","animal1494","animal708","female","Angler",1969,6.5,TRUE
"1778","animal1850","animal1483","animal562","male","Angler",1969,10,TRUE
"1779","animal1851","animal1427","animal694","male","Holstein",1969,10,TRUE
"1780","animal1852","animal1582","animal809","female","Angler",1969,1.5,TRUE
"1781","animal1853","animal1460",NA,"male","Angler",1969,10,TRUE
"1782","animal1854","animal1551","animal767","female","Angler",1969,3.5,TRUE
"1783","animal1855","animal1561","animal1575","female","Angler",1969,2.5,TRUE
"1784","animal1856","animal281","animal1503","female","Angler",1969,13.5,TRUE
"1785","animal1857",NA,"animal1528","female","Angler",1969,4,TRUE
"1786","animal1858",NA,"animal1560","female","Angler",1969,3,TRUE
"1787","animal1859","animal1494",NA,"female","Angler",1969,7,TRUE
"1788","animal1860","animal1449","animal749","female","Angler",1969,8,TRUE
"1789","animal1861","animal1564","animal761","female","Angler",1969,4,TRUE
"1790","animal1862","animal1592","animal723","female","Angler",1969,3.5,TRUE
"1791","animal1863","animal1382","animal1418","female","Holstein",1969,16.5,TRUE
"1792","animal1864","animal1534","animal1554","female","Angler",1969,3.5,TRUE
"1793","animal1865","animal1235","animal1518","female","Jersey",1970,4,TRUE
"1794","animal1866",NA,"animal1547","female","Angler",1970,4,TRUE
"1795","animal1867","animal1459","animal1524","female","Holstein",1970,8,TRUE
"1796","animal1868","animal689","animal1521","female","Angler",1970,6.5,TRUE
"1797","animal1869","animal1595","animal1579","female","Angler",1970,2.5,TRUE
"1798","animal1870","animal731","animal1516","female","Angler",1970,6,TRUE
"1799","animal1871","animal1483","animal1583","female","Angler",1970,5.5,TRUE
"1800","animal1872","animal1460","animal709","female","Angler",1970,9,TRUE
"1801","animal1873","animal1200","animal1550","female","Angler",1970,5,TRUE
"1802","animal1874","animal1565","animal367","male","Angler",1970,12,TRUE
"1803","animal1875","animal1147","animal1576","male","Angler",1970,6.5,TRUE
"1804","animal1876","animal1574","animal578","male","Rbt",1970,7.5,TRUE
"1805","animal1877","animal1195","animal1522","female","Angler",1970,6,TRUE
"1806","animal1878","animal1585","animal814","female","Angler",1970,2,TRUE
"1807","animal1879","animal1162","animal1593","female","Angler",1970,5,TRUE
"1808","animal1880","animal1594",NA,"female","Rbt",1971,3,TRUE
"1809","animal1881","animal1121","animal1536","male","Braunvieh",1971,8.5,TRUE
"1810","animal1882","animal1460","animal1240","female","Angler",1971,7.5,TRUE
"1811","animal1883","animal1494","animal1213","male","Angler",1971,7.5,TRUE
"1812","animal1884","animal1514","animal823","male","Angler",1971,4.5,TRUE
"1813","animal1885","animal784","animal1538","female","Angler",1971,5,TRUE
"1814","animal1886","animal1183","animal1547","male","Angler",1972,7.5,TRUE
"1815","animal1887","animal1608","animal1572","female","Angler",1972,3.5,TRUE
"1816","animal1888","animal1494","animal1588","female","Angler",1972,7,TRUE
"1817","animal1889","animal1460","animal844","female","Angler",1972,7.5,TRUE
"1818","animal1890","animal1565","animal757","male","Angler",1972,7,TRUE
"1819","animal1891","animal1565","animal1225","male","Angler",1972,6,TRUE
"1820","animal1892","animal1565","animal638","female","Angler",1972,9,TRUE
"1821","animal1893","animal1460",NA,"female","Angler",1972,13,TRUE
"1822","animal1894","animal1171","animal1596","male","Angler",1972,7,TRUE
"1823","animal1895","animal1599","animal1197","female","Rbt",1972,5.5,TRUE
"1824","animal1896","animal1483",NA,"female","Angler",1972,11,TRUE
"1825","animal1897","animal1171","animal1597","female","Angler",1972,6.5,TRUE
"1826","animal1898","animal1565","animal775","female","Angler",1972,6.5,TRUE
"1827","animal1899","animal1483","animal815","female","Angler",1972,7.5,TRUE
"1828","animal1900","animal1494",NA,"male","Angler",1973,11,TRUE
"1829","animal1901","animal748","animal1604","female","Angler",1973,6.5,TRUE
"1830","animal1902","animal1610","animal1619","female","Angler",1973,2.5,TRUE
"1831","animal1903","animal1565","animal1586","female","Angler",1973,6,TRUE
"1832","animal1904","animal1565","animal1605","female","Angler",1973,5.5,TRUE
"1833","animal1905","animal1620","animal1609","female","Angler",1973,2.5,TRUE
"1834","animal1906",NA,"animal1623","female","Angler",1973,2,TRUE
"1835","animal1907","animal1565","animal1540","male","Angler",1973,7,TRUE
"1836","animal1908","animal1508","animal1266","female","Holstein",1973,5.5,TRUE
"1837","animal1909","animal1565","animal838","female","Angler",1973,5,TRUE
"1838","animal1910","animal1565",NA,"female","Angler",1973,7,TRUE
"1839","animal1911","animal1566","animal1577","female","Angler",1973,6.5,TRUE
"1840","animal1912","animal1565","animal1587","female","Angler",1973,6,TRUE
"1841","animal1913","animal1565","animal1253","female","Angler",1973,5.5,TRUE
"1842","animal1914","animal1622","animal1616","female","Angler",1973,2.5,TRUE
"1843","animal1915","animal1611","animal851","female","Angler",1973,2.5,TRUE
"1844","animal1916","animal1565","animal720","female","Angler",1974,9.5,TRUE
"1845","animal1917","animal1494",NA,"female","Angler",1974,12,TRUE
"1846","animal1918","animal1565","animal379","male","Angler",1974,16,TRUE
"1847","animal1919","animal1565","animal1526","female","Angler",1974,8.5,TRUE
"1848","animal1920","animal1565","animal1127","female","Angler",1974,11.5,TRUE
"1849","animal1921","animal1566","animal1626","female","Angler",1974,5,TRUE
"1850","animal1922","animal1625",NA,"female","Angler",1974,2,TRUE
"1851","animal1923","animal1565",NA,"female","Angler",1974,8,TRUE
"1852","animal1924","animal1565","animal1270","female","Angler",1974,5,TRUE
"1853","animal1925","animal748","animal1606","female","Angler",1974,7,TRUE
"1854","animal1926","animal1460","animal1633","female","Angler",1974,8.5,TRUE
"1855","animal1927","animal1218","animal1637","male","Angler",1975,5.5,TRUE
"1856","animal1928","animal1200","animal1628","female","Angler",1975,7,TRUE
"1857","animal1929","animal1543","animal679","female","Angler",1975,11,TRUE
"1858","animal1930","animal1147","animal1549","male","Angler",1975,12,TRUE
"1859","animal1931","animal1236","animal1639","male","Angler",1975,5,TRUE
"1860","animal1932","animal1590","animal318","male","Angler",1975,16,TRUE
"1861","animal1933","animal1460","animal1571","female","Angler",1975,12,TRUE
"1862","animal1934","animal1494","animal1617","female","Angler",1975,8.5,TRUE
